1.1.1	Now we shall explain the application of the rules of this Veda.
5.14.1	They perform the Marutvatīya Graha.
5.14.2	O Indra, do thou here protect the Soma. The Hotṛ invokes Indra, the friend of the Maruts. Indra, with his retinue, with the Maruts, thus having eaten, he should recite the Marutvatīya Sastra on this vessel.
5.14.3	"O Adhvaryu, do you call out." Thus he calls out at the beginning of the Madhyandina Sastra.
5.14.4	O Indra, come to this our sacrifice, O Indra, come hither, O Indra, the Maruts are thy friends, O Indra, thy friends are the Maruts.
5.14.5	Indra, come hither, Indra, the cry of Indra, the Prastara.
5.14.6	Now indeed Brahmanaspati, the Brahmanaspatiya.
5.14.7	The Tristubh verses are the Prastara, the Jagati verses are the Anustubh, the Tristubh verses and the Jagati verses make up the whole.
5.14.8	The Stotriya-anuropa, the Pratigatha, and the Pragaatha are to be followed in all places.
5.14.9	The Chhandas are to be followed before the Trishtubha.
5.14.10	All of them have four feet.
5.14.11	One should recite twice in the Paki (verses), in each pair of feet.
5.14.12	Or in the Ashvina, in half-verses.
5.14.13	The one that is in the Parshva (verses) is in the Parshal.
5.14.14	The last word is in the Samasa.
5.14.15	The other is in the Parshan.
5.14.16	The Sāman is called Saṃtāna, with half-verses and feet.
5.14.17	The Dhāyyas are Agni netrā tvam, Soma, etc.
5.14.18	The Marutvatīya Prāgaṭha is Pra vā indrā bṛhata.
5.14.19	The Maruts are born as fierce ones.
5.14.20	Having chanted one more verse, one should add the Marutvatīyānī Nivida everywhere.
5.14.21	Thus in the uneven ones, in the Madhyandina.
5.14.22	One (verse) in the third pressing, two in the even pressings.
5.14.23	Having omitted one (verse) in this pressing, one should recite it in the third pressing.
5.14.24	One should recite the verse "One who cleanses the eyes, thinking of oneself, should apply it"
5.14.25	One should recite it in this way while applying it elsewhere also.
5.14.26	Having recited the verse "O Indra, listening to the praise, O Indra, you have increased your strength by killing the enemies," one should recite the yajya verse "O Indra who has increased your strength by slaying the enemies,
5.15.1	"We praise thee, O hero, we praise thee, O drinker of the first draught." These are the Stotriya and Anurūpa verses if the Rathantara is the Prstha.
5.15.2	"If the Brihat is the Prsthā, then (the verses are) 'We invoke thee, O thou who art mighty, for thou comest with the Chervas.'
5.15.3	These are the Prastara verses.
5.15.4	One should sing them in two or three parts.
5.15.5	The fourth and sixth feet are to be repeated in the Barhaspatya Pragaṭha.
5.15.6	If it is a Brihatī-verse, then both are to be repeated twice.
5.15.7	The third and fifth feet are to be used in the Kakubha.
5.15.8	The subsequent ones are to be taken up again.
5.15.9	Thus, in the Ahina-satra, the Indra-nihava and Brahmaspatya-s are to be used.
5.15.10	The Brihatī-verses are to be used for the other Ahina-s.
5.15.11	The two verses of the Brihat and Rathantara Samans are to be sung in the third place.
5.15.12	Those whose Prastara verses are in the form of Stotriya and Anurudya.
5.15.13	All other verses are to be sung as they are.
5.15.14	The Ekāha sacrifice is limited in its fruits.
5.15.15	If it is Ubhayasama, then the Pavamāna verse is to be sung in its own place.
5.15.16	One should sing it in its own place only.
5.15.17	The place of the Urvdhadharyā verse is the place of the Pavamāna.
5.15.18	When there is a single prohibition, the prohibition applies to each of the many.
5.15.19	So also above the Indra-killing hymns.
5.15.20	The hymn of the Sama-veda is "O Indra, do thou drink the juice of the Soma, O Indra, do thou come."
5.15.21	One should place the hymn of Indra in this (verse) "Indra's are the heroic deeds."
5.15.22	The Hotr recites the Anubrâhmanas, the Udgâtri the Udgâtras, the Brahman the Brâhmanas, and the Prastôtâ the Prastotras. Having recited the Sastra, he should recite the Yâjyâ, "Drink Soma, O Indra, may it delight thee."
5.16.1	"By what wonder art thou to us, O Indra? By what help? By what good deed? By what praise? By what prayer? By what offering? By what sacrifice? By what gift? By what truth? By what vow? By what holy rite? By what good work? By what deed? By what prayer?" Having recited the Yâjyà, "Indra, even as soon as thou wast born, thou didst give us a good mind."
5.16.2	The two Stotriya-anurudyas are "You, O tree, with your wealth, the swift one, are seeking to conquer." The Apottara-saman is "May it be more abundant. Drink everywhere, grow, your own heaven, the pressed ones." The Yajya is "Your own heaven, the Soma-pressed ones."
5.17.1	Then the third pressing, in the highest tone.
5.17.2	They perform with the Aditya-graha.
5.17.3	The Adhvaryu should invoke the Adityas with the new (verse) at the proper time. The Adityas, the beloved ones, the beloved ones of the beloved ones, may the Adityas, Aditi, be pleased. One should not look at this cup being offered.
5.17.4	After the praise of the Pavamāna (verses) and the Angiras (verses) in the Ārbhava (verses), having performed the animal sacrifice beginning with the Manota (verse) and ending with the Iḍā (verse), and having offered the Purorasa beginning with the Nārāśamsa (verse), as prescribed.
5.17.5	When the oblations have been placed, three balls of the softest part of the cake should be placed on the right side of each of the vessels for the Fathers. They should be offered with the formula, "O Fathers, do ye rejoice here, do ye bestow upon us according to our share."
5.17.6	Having gone round the Agni-sthala clockwise, all should eat the remnants of the oblations.
5.18.1	They perform with the Savitr graha.
5.18.2	May Savitar, the God, be our worshipper. May we worship the God Savitar, the bountiful. Savitar, the bestower of boons, the God, has given the treasures to the Fathers for long life. The Iṣṭis drank Soma and were pleased with him. Even the Parjanya rejoices in his law. When the Vasat is uttered, the Hotṛ should recite the Vaishvadev verses.
5.18.3	When one is about to recite, one should meditate on all directions except the one where the hated one is.
5.18.4	At the third pressing, the invocation is done with the words "O Adhvaryu, do this, do that" in the case of the instruments.
5.18.5	We choose that of Savitar. O god Savitar, the first step of the Vaishvadev (rite) was accompanied by two (verses). The god (Savitar) was accompanied by one and ten. He (Savitar) is in his own nature. He carries (the oblation) to the two (verses) for the Iṣṭi, by twenty and by three. He carries (it) by thirty and by a hundred. O Vayu, release them here. The heaven and earth, the long-lasting, the well-formed, the creator, fashioned the chariot. This Vena urged it. The mother of Prisnigarbha, who nourishes the sweet milk, pours it down. The Vrishni, the All-gods, for the father, the good deeds of us all may come from every direction. The Vaishvadev is indeed ninefold.
5.18.6	In the verses of the Vaishvadeva and Agni-Marut, one should recite the hymns beginning with Savitri.
5.18.7	There are four Vaishvadeva hymns.
5.18.8	The last three are in the north.
5.18.9	That is their deity.
5.18.10	The hymns are within the deity.
5.18.11	Here, the Dhayyas are single-potted.
5.18.12	He should place the two verses, "Aditi is the sky, Aditi is the firmament" in all places of the Visvedeva sacrifice, twice in the rear, in half-verses, touching the ground once.
5.18.13	Having recited the verses, "Praise to Indra, to the gods, for hearing," one should recite the yajya verse, "All the gods hear this invocation."
5.19.1	You, O Soma, are known to the fathers. This is the Somiya (Sutra).
5.19.2	They surround him on both sides with ghee and Yagya.
5.19.3	Agni, who is offered with ghee, who has ghee as his back, who is established in ghee, whose abode is ghee, may the green ones carrying ghee carry you. Drinking ghee, you worship the gods. In front. O Vishnu, extend yourself widely. Extend yourself widely for our prosperity. Drink ghee, O ghee-born one. Going beyond the lord of sacrifice. Above. If Agni and Vishnu are on either side, then (one should recite) "O Agni and Vishnu, your abode is great. Your abode is dear." Only on one side.
5.19.4	Having taken the Soma, he should look at it and say, "May the eye that is yours in heaven, that is in the Suparna, by which you conquered the single kingdom, the long and endless eye of Aditi, may Soma, the eye of men, bestow that on me."
5.19.5	Seeing, touching the heart, touching the sacrifice, bestowing radiance, bestow radiance upon us. Whatever my mind has gone to Yama, or whatever has not come back to me, with that king Soma, we have it in us. We have it in us, may we have it in ourselves. May we hear good with our ears. May we see good with our eyes. May we smell good with our nose. May we taste good with our tongue. May we touch good with our skin. May we know good with our mind. May we be happy with our mind.
5.19.6	With the thumb and little finger, one should anoint the eyes with ghee for the Chhandogas.
5.19.7	When the Salakas have been distributed, the Agnidhra priest offers the Patnivat oblation with the verse, "O Agni, come with your swift horses." He offers it facing the north.
5.19.8	The Neshtar priest should not follow the moving of the Salakas and then sit down near him and eat.
5.20.1	Then he returns as he came.
5.20.2	The Agni-Marut oblation is offered facing east.
5.20.3	If the first and last parts of a verse are the same, then the middle part is the same.
5.20.4	The other half is the same. The middle part is the middle part.
5.20.5	The continuity is with the highest words.
5.20.6	May the Agni who is the All-God, the All-Shining, the All-Ruler, the All-Lord, the All-King, the All-God of the All-Gods, the All-Knower, the All-Seeing, the All-Hearing, the All-Knowing, the All-Wise, the All-Powerful, the All-Mighty, the All-Strong, the All-Valiant, the All-Heroic, the All-Victorious, the All-Conquering, the All-Subduing, the All-Vanquishing, the All-Overcoming, the All-Mastering, the All, the All-Pervading, the All-Embracing, the All-Encompassing, the All-Surpassing, the All-Exceeding, the All-Transcending, the All-Superior, the All-Supreme, the All-Highest, the All-Most-Excellent, the All-Best, the All-Greatest, the All-Foremost, the All-First, the All-Chief, the All-Principal, the All-Preeminent, the All-Excellent, the Most Excellent, the All-Glorious, the All-Illustrious, the All-Splendid, the All-Bright, the All-Brilliant, the All-Radiant, the All-Luminous, the All-Illuminating, the All-Illumining, the All-Enlightening, the All-Revealing, the All-Showing, the All-Displaying, the All-
5.20.7	He should desire to lead the Dhruva with the supreme utterance.
5.20.8	Having praised with the Utkha, "To Indra, the god, the heard," he should recite, "O Agni, with the Maruts, the auspicious, with the Rikvas." The Agniṣṭoma ends with the Yajyā. The Agniṣṭom is the Agniṣṭoma.
6.1.1	But in the Utkha it is the Hotrkas.
6.1.2	Come, let us speak. Agni went to the Bharata country, which was held by the tribes. He established it. The two verses beginning with "O Indra and Varuna, you two kings, O Indra and Varuna..." are the offering verses. "We have come to you, O new one, who is this, who is that before?" are the Anustubh verses. "All directions are yours, O most powerful one. We have come to Indra, O Brihaspati, you two, Indra and Vasu..." are the offering verse. "O Indra, O singer, O Indra, O singer. May I be a mortal friend. Your work, O Indra and Vishnu, lords of intoxication, is for the sake of intoxication." are the offering verses.
6.1.3	Thus ends the Ukthya.
6.2.1	Now the Sodashi.
6.2.2	"Asavi soma indra te" are the Stotriya and Anurudya verses.
6.2.3	"A tvā vahantu haraya" are three Gayatri verses.
6.2.4	"Upasu shrinuhi giraḥ, supandrisham tvā vayam maghavan" are one Pankti and two Panktis.
6.2.5	"O Indra, the one who is to be sacrificed to in battle, may this be yours, O tawny one." The two verses beginning with "O Indra, may this be..." are in the Usnih and Barhaspatya meters. "May he come to us with the wind." This is a verse with two feet.
6.2.6	O Brahman, O hero, enjoying the Brahman-making (rite), this is Brahman, the one who is fit for the rite. Indra, whose name is known, I sing, as the well-known paths. Your gifts, O Indra, are sought by those who desire. You, O lord of desires, are sought by the words that are restrained. Three verses with two feet each: I have made a great offering to you. I praise the two bay horses. Three verses in the Triṣṭubh meter: In the three-peaked mountains, the bull, the leader of the barley-eaters, is the foremost chariot for him. Two verses in the Ati-chanda-s meter.
6.2.7	The last two are of two kinds.
6.2.8	The northern one is in the Anushtubh metre, and the southern one in the Gāyatrī metre.
6.2.9	"O Pracetas, drink with Pracetas, O Soma, O Kratu, O Chanda, O Truth, O Brihat, O Sun, O Vasus, O Vasus," this is the Anushtubha metre. "O Vasus, O Triṣṭubh, O Vasus! O Vasus, you two, O Vasus!" this is the Tristubh metre. "O Soma, O Vasus who have removed the obstacles," this is the Jagatī metre.
6.2.10	Having placed the best of the best, one should place the best of the offerings.
6.2.11	We shall explain the verses in order, O you who are like the serpent Vritra, the conqueror of the waters, the generous one, the one who is in heaven, the ocean, and the mountains here.
6.2.12	"He recites the verse, "He has gone to the highest place of the heaven," for the Paridhananiyas are indeed the highest. He recites, "Indra, indeed, is the lord, Indra, indeed, is powerful, Indra, indeed is the lord," and offers the libation with the verse, " "O Indra, drink the Soma juice of the former ones."
6.3.1	Having enjoyed, O Indra, enjoy the flowing stream. Go, O hero, the bay steeds are here. Drink of the Soma. The mind of the Soma is charming for intoxication. O Indra, fill the new belly with Soma. The golden ones are yours. Your songs are well-spoken. Indra, the Turāṣaṇ, Mitra, has slain Vṛtra. The Yati has broken the strength. Bhṛgu has conquered the enemies. Listen to the call of the Soma. O Indra, accept the songs. O Indra, with the strong ones. O Indra, be subdued by the lightning for intoxication. For the great battle. May the sages approach you. O Indra, Tvaṣṭṛ has filled the belly. Soma has increased the strength. O hero, listen to the call. The good one, the greedy one, the Rbhū, the brave one, the one who is like a thief, the one who has gone, the terrible one, the one like Viṣṇu, the one who conquers the enemies, the one who possesses the good mind, the one who praises, and the one who is suitable.
6.3.2	Then he should recite the Stotriya and Anurūpa verses above that, and should recite the same verse again.
6.3.3	He should recite the verses by dividing them into half-verses.
6.3.4	The earlier verses should have the earlier verses.
6.3.5	The Gāyatrī verses should be in groups of five.
6.3.6	But two groups of five verses should be left out, and one should recite them.
6.3.7	The Uṣṇīṣa metre is to be made with the Brihatī metres. The last two feet are to be made Uṣṇīsa.
6.3.8	The first foot has four syllables.
6.3.9	Having divided the two feet into four parts, the first foot is to be made Triṣṭubh and the last foot is to be Jagatī.
6.3.10	The fourth syllable of the last foot is the last and the first syllable of the previous foot is the first of the next foot.
6.3.11	In the second and third feet of the second and third verses, he should place the word 'Pracetana' at the end. In the eastern direction, he should say 'Pracetana', and in the northern direction, he should also say 'Pracetan'.
6.3.12	Having made the other feet in the northern direction as the sixth, he should recite the Anushtubh verse.
6.3.13	The Stotriya and Anuroma are above the Atah. The Stotriya and the Anuroma are the two verses that are recited after the Atah. They are the two verses of praise that are recited after a particular section of the Veda.
6.3.14	There, the Prati-gar is Otha-mo, Daivam-ade, Mada-amo, Daivom, and Athi.
6.3.15	One should approach the Yajya with recitation.
6.3.16	Indeed, indeed, the waters of the former Hara-vas, indeed, the Soma of Indra, and this offering alone belong to you. Indeed, Shakra, the powerful one, has drunk the sweet Soma. O Indra, be powerful. Shakra, with the pouring of rain, pour into the belly.
6.3.17	The rest is similar.
6.3.18	The call is "To the Stotriya, to the Nivida, to the Paridhanin."
6.3.19	They consume the sixteen-spoonful offering together with the Soma-juice.
6.3.20	Those who consume the Soma in the Gharmashālā.
6.3.21	The Maitrāvaruṇa, the three Chandogas,
6.3.22	Indra, the sixteen-fold, the vigorous, thou art among the gods, make me vigorous, long-lived, and shining among men. Of that Indra, of the Soma drunk, of the Anushtubh metre, of the invited, I eat the invited portion. This is the formula for eating.
6.4.1	In the Atiratra, the praise of the Pravargya has been mentioned along with the praise of the Hotr and the Hotr-priests.
6.4.2	In the first section, except for the first verse of the Hotr, they recite the first words of the Stotriya and Anurūpa verses twice, and then conclude.
6.4.3	Having completed the remaining verses, they recite them.
6.4.4	Taking the middle verses of all the sections, they recite them with the last verses.
6.4.5	The last verses with the last.
6.4.6	The Acchāvāka has four verses.
6.4.7	The four-fold rites are the alternatives.
6.4.8	The first is of the Hotṛ.
6.4.9	The alternatives are before the Yajyās.
6.4.10	May Indra, the protector, protect you. The sheep is brought to Indra by the Adhvaryus. The verse is recited: "May Indra be pleased with the Soma." The Yajus is recited: "For Indra, the drinker, the Soma is pressed." The verse is recited, "The Soma is pressed for Indra, the drinker." The Yajush is recited, "For Indra, who is praised, the Soma is brought." The verse is repeated, "The Soma for Indra is brought." The Yajish is recited, "Indra, the drinker, is praised." The verse is said, "Indra is praised." The Yajis is recited, "Soma is brought to Indra." The verse is spoken, "Soma is pressed for Indra." The Yaj is recited, "May Indra drink the Soma." The verse is uttered, "May Indra be praised." The Yaji is recited, "Let Indra drink the Soma." The verse is recited. "May Indra drink." The Yajih is recited, "To Indra, the drinker of Soma." The verse says, "To Indra." The Yaji says, "To the drinker of Soma." The verse says, "To the drinker of the Soma." The Yagh is recited, "He who drinks Soma." The verse recites, "He who is praised." The Yagh says, "He who praises." The verse says. "He who is pleased." The Yajuh says, "He is pleased." The verse says: "He who is satisfied." The Yaj says: "He is satisfied." The verse says "He who is satiated." The Yajh says: "He satiates." The verse says "He satiates."
6.4.11	Thus are the variations.
6.4.12	The Gāyatrī verses, except for the variations.
6.5.1	When the Āśvina (verses) are arranged, one praises.
6.5.2	Having announced (the sacrifice), having gone out with the moving (of the sun) in a different direction, having placed the knees on the Agni-dhri, he should offer oblations. Agni is the lord of the sacrifice, with the Gayatri metre, I follow him who is not yet departed. May he protect me, to him salutations. Ushas is the lord of sacrifice, with the Tristubh metre, I follow her who is not yet gone. May she protect me, to her salutations. The Asvins are the lords of sacrifice, with Jagati metre, I follow them who are not yet departed. May they protect me, to them salutations. You are the great one, you are the sun, with these two (verses). Indra, you are on all sides, with this (verse).
6.5.3	Having eaten the remaining ghee, he should sip water and rinse his mouth. It is known that this is the chariot of the gods, and the Hotr does not want to make it a mere axle with water.
6.5.4	Having eaten and returned, he should sit behind his own sacrificial post, with his thighs and knees touching the ground, and his buttocks resting on the two elbows, like a bird about to take off.
6.5.5	If the Aśvina is recited, then it should be recited as follows:
6.5.6	"Agni is the Hotṛ, the householder, the king." The Pratipada is recited in the reverse order.
6.5.7	One should recite the Agniya Gāyatrī with this.
6.5.8	According to the method of the Prātaranuvāka, one should recite the Sahasrāvamanam Odetas of that very text.
6.5.9	The three verses of the Barhaspatya hymn are to be chanted in the order of the deities, in the order of their respective metres.
6.5.10	Or in any other order.
6.5.11	The two-footed verses are to be chanted at the end.
6.5.12	The one-footed verses are chanted in the middle.
6.5.13	The verses following them are to be chanted.
6.5.14	The verses not belonging to the metre are to be chanted separately.
6.5.15	Or the chanting may be done according to the principle of the Barhas-patya hymn.
6.5.16	But not later than the Tristub and Jagati.
6.5.17	When the Paṅkti is mentioned, the Sūrya verses are taken up.
6.5.18	The Sun, the knower of all, has risen for us in the sky. O Indra, bring us the praise of Mitra, the most radiant of the gods. O hero, many of us praise you, O Sun-eyed One. The great heaven and earth are ours, for they are the heaven and earth, the source of all good. The goddess of the universe, the mother of all creation, has seized this wrath. These are the two-footed verses.
6.5.19	Brihaspati, thou hast gone beyond the worthy one. This is the Paridhananiya verse.
6.5.20	The Paridhananiyas are recited at the beginning of the Praushas.
6.5.21	If the Brihat-saman is used, then the second or third verse is used as the source.
6.5.22	Or not.
6.5.23	They perform with the Ashvina graha and the Purorasa.
6.5.24	These Soma-pressings, O Asvins, are hidden from view. They stand forth for your drinking. The giver of oblations has come to you in his chariot. Drink together. Thus is the Anuvākyā. The Hotṛ says, "Do you invoke the Asvins, the Soma-pressings hidden from view." The Prāṣaṇṇī verse is, "Your most intoxicating draughts have stood forth. Drink together, O Asvins." The Yājyā is half of the Anuvāka.
6.5.25	If they were to perform the Svishtakrit rite with this cake, then they should offer the Samyajya oblations with the verses, "O Agni, cooking, O Agni, the offered oblation has grown."
6.6.1	If the Parayana oblations were to be interrupted, they should collect them all together.
6.6.2	The Hotṛ should take the first, the Maitrāvaruṇa the second, the Brāhmaṇācchaṃsin the third, and the Acchāvāka the fourth.
6.6.3	If there are two, the first should be taken by both, and the fourth by both.
6.6.4	Or all may be recited in the manner of Stoma-nirhras.
6.6.5	The first and last verses of the Stotriya-anurupas should be recited.
6.6.6	Only one should be reduced.
6.6.7	Some say that the Hotri should be excluded.
6.6.8	The Stotriya for the Asvinas is Agni vivasvat usas.
6.6.9	He should recite the hymn of his own deity in front of him, as it is praised in his own Veda.
6.6.10	There are three hundred and sixty hymns in the Asvinamantra.
6.6.11	When the waters of different rivers meet together, or when they are obstructed by a mountain,
6.6.12	Some say that even when they are obstructed.
6.6.13	In that case, the deities are invoked quickly.
6.6.14	With which auspicious (verse) one should recite at the beginning of the Marutvatīya hymn.
6.6.15	"With which verse one should recite at beginning of the Niskavalya hymn.
6.6.16	" "With which verse one recites at the beginning of Vaishvadev hymn."
6.6.17	One should place the Niviḍa in these (verses) and remove the other verses.
6.6.18	If the Niviḍ is placed in the wrong place, one should recite the hymn at the beginning and place it in another deity.
6.7.1-3	At the Soma-surplus, the praise and eulogy are added. At the morning pressing, there are the Stotriya and Anurūpa verses, "Soma is here, this is the pressed Soma, the cow is giving milk to the Maruts." The verses are chanted with the verses addressed to Indra and those addressed to Vishnu. One should offer the Stoma with the verses addressed either to Indra or to Vishnu.
6.7.4	The hymn to Indra-Vishnu is so called because of the predominance of the deity.
6.7.5	"May your deeds be united, may your wishes be united."
6.7.6	In the Madhyandina Recension, the Stotriya and Anurupya Stomas are "O great one, the sun has risen, shining with its radiant form." The Yajya is "Who among men is great like Indra? Who among men is great? Who among men has the power to know the minds of all?"
6.8.2	The Havirdhāna-carriers may be placed uncovered or covered.
6.8.3	They may be covered.
6.8.4	They should anoint another king.
6.8.5	If there is no harvest, they should sow Pūtikas and Phālgunas.
6.8.6	Other plants should be sown with Pūtikas.
6.8.7	Having performed the expiation, one should begin the subsequent rites.
6.8.8	One should consider the Sutyā-sūkta alone.
6.8.9	At the morning pressing, one should recite the Prati-dhuk.
6.8.10	Cooked rice at the midday pressing.
6.8.11	Curds at the third pressing.
6.8.12	The Sraiyantiya Brahma-sastra, if the Falgunas are to be chanted, the Varavantiya in place of the Yagyajnyiya.
6.8.13	Some say the Sraiyantiya.
6.8.14	Having established the sacrifice with one Dakshina, one should again offer sacrifice after the Udasaya.
6.8.15	In that one should give Dakshina to the former.
6.8.16	At the Soma-acquisition, according to the original.
6.9.1	Having offered a Brahmic oblation with the verse, "O Lord of nourishment, give nourishment, sight, sight to the eyes, breath, breath to the breath, self, self to the self, speech, speech to this one again, svāhā," and having brought together cold and hot water, having placed twenty-one barley grains and Kuśa grass in them, one should perform the rite with those waters, and sprinkle him with them. "May the bones of the living revive this one, may the bones of the livelihood revive this one, revive this one, the bones of the revived ones revive this one, and may the bones of those who are revived revive this one." With the verse from the Oṣadhi Sūkta.
6.9.2	He should sprinkle and wipe.
6.9.3	The Upāṃśu and Antaryāma (cups) protect thy Prāṇa and Apāna; the Upāṃśusavana (cup) protects thy Vyāna; the Indra-Vayu (cup) protects thine speech; the Maitrāvaruṇa (cup) protects both thine eyes; the Āsvin (cup) protects thee hearing; the Āgrayaṇa (cup) thy power of speech; the Uktha (cup) thy limbs; the Dhruva (cup) thy life; the Sāvitra (cup) thy body.
6.9.4	The circumambulation is according to the seat.
6.9.5	"The Tarksya and others say, "Indra, the protector, Indra, the saviour."
6.9.6	If the Vaishvadev is different from the one-day ritual, then one should offer the oblation to Svashti in the Atreya.
6.9.7	The natural disease.
6.10.1	Having taken out the Avabhrtha with the Tithi rite, they perform the rites for the dead.
6.10.2	They anoint the hair, beard, body-hair and nails.
6.10.3	They anoint with Nalada.
6.10.4	They put on a garland of Nalada.
6.10.5	Some, having made it without excrement, fill it with fresh ghee.
6.10.6	Having cut off a foot-measure of the rope of the new garment, they anoint it towards the south, towards the north, towards the east and towards the west.
6.10.7	His sons will make the cutting.
6.10.8	Having placed the fires of him (the deceased) outside the altar to the south, they should cremate him.
6.10.9	One who has not offered the oblation to the departed should do so with the Ahavaniya fire.
6.10.10	And his wife.
6.10.11	Having returned, they should conclude the day.
6.10.12	In the morning, without repetition, without uttering, without reciting the mantras, without praising, without eulogizing.
6.10.13	Having gone out by the Tīrtha before the Grahagrahaṇa, they sit down after circumambulating the Āyatanas three times.
6.10.14	After that the Hotr.
6.10.15	The Adhvaryu is to the north, behind him the Chandogas.
6.10.16	He praises in a low voice, "The spotted cow has moved forward."
6.10.17	When praised, the Hotr, going around the Āyatan in a clockwise direction, follows the Stotriya without interruption.
6.10.18	and the Yāmis.
6.10.19	"Go, go by the ancient paths," thus one should recite the third of the five verses. "O Agni, do not burn me, do not grieve me," thus six. "Pūṣan may he separate you from this, the wise one," thus four. "Approach this mother earth," thus four. Soma to the one.
6.10.20	The two Urusas, the two Asutripas, the two Udumbaras, having completed and contemplated, having gone to the sacred place, they should go to their respective seats.
6.10.21	Having eaten the Pranabhakṣa food, they should take it to the right side of the Marjālīya or to the right side on the Vedi platform.
6.10.22	The seventeenth day is the Trivṛt Pavamāna, with Rathantara as the Prstha, and Agnistoma.
6.10.23	Some, when the Avabhrtha is over, go to this day, making a loud noise.
6.10.24	Having burnt it with the Nirmanthya, and having buried it, they should perform the Agniṣṭoma sacrifice after a year.
6.10.25	Or they should consecrate the Neḍīṣṭhin.
6.10.26	Or the rising of the householder.
6.10.27	The variations of the Sūkta and Sastra have been mentioned.
6.10.28	One who is performing the one-day sacrifice should sleep on the sacrificer's seat.
6.10.29	When the Apāyantika rites are completed, they should proceed to the Avabhṛtha rite, says Ālekhaṇa.
6.10.30	They should burn the Sadas with the eastern fire, says Āśmarathya.
6.10.31	This is the Avabhṛta rite.
6.11.1	The Agniṣṭoma, Ati-Agniṣṭoma, Uktha, Ṣoḍaśī, Vājapeya, Ati-Rātra, and Aptoryāma are the concluding rites.
6.11.2	The animal whose flesh they consume is the tail of the sacrifice.
6.11.3	The animal is mentioned after the Anuyājas.
6.11.4	The last one is the Sūktavāka-invocation.
6.11.5	"The Purorāśa-deity is mentioned as "avīvṛdhatet"."
6.11.6	If they were to offer the Pasupuroḍāśa of the Savanīya animal, one should say, "They have increased with the Purorāśas."
6.11.7	Indra grows with the Savanīya offerings, with the animal cake, the animal deity.
6.11.8	Above the Samyuvāka, the one who is to be taken up.
6.11.9	O Indra, go to the Soma that has set, drink the Soma, drink from Indra. I yoke you with the Brahmaṇas, with the Keśin.
6.11.10	Thus in the Anuvāka, in the last days.
6.11.11	"Stand, O Maghavan, do not go away! This sacrifice is for the gods, this for the men." So in the other (verses).
6.11.12	"Go away, O Maghavan! Come back!" So in the subsequent verses.
6.11.13	When the Vasat-call is not repeated, the Maitrāvaruṇa says, "Here, O Maghavan Indra, your horse."
6.11.14	"Today" at the Atiratra.
6.11.15	and on the day of the son.
6.11.16	Having heard that, Agnidhra said, "Tomorrow, at the Sutyā (rite), I will tell you about the Sutyā. I am telling you about it for Indra and Agni, Mitra and Varuna, Vasus, Rudras, Adityas, All Gods, Brahmanas, Somas, and Soma drinkers. O Brahman, restrain your speech."
6.12.1	Having taken the Droṇakalaśa, having brought it, having taken the Iḍā, having worshipped, one should look at it.
6.12.2	Having eaten the food of the sacrifice, having given it to the Adhvaryu, having filled himself, having gone as per his duty, having offered the oblations at the Agni-sthala, they offer the oblations with the verses, "This Indra, having drunk Soma, has become the lord of the world. This Brāhmaṇa, praising speech, has controlled himself. This Soma, the king, does not obstruct the friend of anyone who is hostile. Svāhā. This gift of wealth, given by Agni, has come. Fame, radiance, strength, and power have come. For long life, for a hundred autumns, I accept it for great strength. Svāhā."
6.12.3	On the Āhavaniya fire they place six pieces of wood each, saying, "This is the expiation for the sin committed by the gods, svāhā. This is the expiation of the sin committed by ancestors, svāhā, this is the expiation committed by men, svāhā; this is the expiatory for the sin committed against us, svāhā." This is the expiator for the sin committed, svāhā.
6.12.4	Having taken the food from the pot, they should look at it and say, "May you be filled with strength and may you be filled with offspring and wealth. You are Indra's wish-granting cow, grant me my desires, offspring and cattle."
6.12.5	Having sniffed, they should scatter it in the direction of the inner boundary.
6.12.6	Having returned, they go to the place of the sacred waters, carrying the full vessels counterclockwise.
6.12.7	Having wiped the green grass, they sprinkle themselves three times with water from their respective cups, with their right hands.
6.12.8	Or with the other hands, moving clockwise.
6.12.9	"Svāhā to the father, svāhā to the grandfather, svāhā svāhā to great-grandfather."
6.12.10	It is said for the living and the dead.
6.12.11	Having placed the hands in the cups, having sipped water, having sipped the Soma which is drunk by the wise, which is praised, which is praised by the Stoma, which is praised in the Uktha, which is praised with the Iṣṭi, which is praised as the oblation, which is praised for the cows, which is praised to be for the horses, which is praised at the Upāṃśu, which is praised when called, I sip the Soma which is called. Having sipped the Soma, he should go to the shade with the verse, "May the shadow of the Maruts come to you."
6.12.12	Having eaten the drops of curds at the Āgnīdhra fire, they release the friendship, saying, "Both the poets, the young ones, the lords of truth, have released the friendship according to the truth."
6.13.1	Having performed the Patnīsaṃyājas, they proceed to the Avabhṛtha.
6.13.2	Proceeding, they attain the end of the Sāman.
6.13.3-7	Those who stand at the Avabhrtha sacrifice move around. The Prajās and Anuyajās are not offered in this sacrifice. The Prajās are not performed on the Barhis. The Anuyajā are performed in water. They are in the Gāyatrī metre. The oblation is to Varuna. "The two verses, "O Varuna, by salutations I seek to escape from thy wrath. Agni and Varuna are for the purpose of Sviṣṭakṛt."
